category,text,urgency
LAINNYA,web siaqad yang selalu setiap tahunnya eror bermasalah heran deh dan ada juga beberapa kelas fasilitas ac-nya tidak memadai apa lahi di ruangan lebih banyak mhs  hufff panasnya melarat sekali bahkan mau belajar pun tidak fokus ,TINGGI
JARINGAN_IT,zoom kls online sering lag soalnya wifi gedung b lantai 1 bgt terbatas,RENDAH
FASILITAS,"tolong ac fakultas teknik segera diperbaiki, nda menyala dan belajarnya tidak nyaman",RENDAH
LAINNYA,"keamanan area kampus malam gaada satpam, sering kehilangan barang",RENDAH
LAINNYA,"keamanan gedung saat weekend rawan tindak kriminal, mhs tidak merasa aman",KRITIS
LAINNYA,"keamanan lingkungan sekitar kampus cctv-nya tidak berfungsi, sering ada kehilangan motor",KRITIS
LAINNYA,"jalan di belakang rektorat ancur parah berlubang, bisa bikin kecelakaan",KRITIS
FASILITAS,"kursi di auditorium udah lama sudah tidak layak pakai, kapan diganti?",RENDAH
FASILITAS,"gaada lift/eskalator di prodi akuntansi, padahal bgt dibutuhkan",RENDAH
FASILITAS,"plafon lab komputer mipa jelek parah, khawatir bisa kena mhs",RENDAH
KEMAHASISWAAN,"informasi prosedur pengajuan surat tidak merata, mhs banyak yang tidak tahu",RENDAH
AKADEMIK,"dosen sering reschedule mendadak, tugas jadi terlelet",SEDANG
JARINGAN_IT,"jangkauan wifi gedung fh tidak sampai semua ruangan, harus geser-geser cari sinyal",RENDAH
KEMAHASISWAAN,"organisasi kampus gaada regenerasi baik, gaada wadah aspirasi mhs",RENDAH
FASILITAS,"parkiran prodi akuntansi tidak muat, sering ada yang ditabrak",RENDAH
KEUANGAN,"transparansi biaya-biaya resmi kampus kurang, mhs tidak tahu bagaimana seleksinya",RENDAH
AKADEMIK,"informasi syarat wisuda tidak sampai ke semua mhs, stress ngurusnya",TINGGI
JARINGAN_IT,"gaada wifi sama sekali di gedung c, kls online terganggu",RENDAH
KEUANGAN,"ukt prosedur keringanan susah, tapi wc-nya gabisa dipakai",TINGGI
JARINGAN_IT,zoom kls online sering lag soalnya wifi gedung c kurang untuk semua mhs,RENDAH
FASILITAS,"lampu di lab matematika putus, gabisa presentasi pakai proyektor",SEDANG
JARINGAN_IT,etdah ini spada lemot parahh sa mau cari matkul dan kmpul tugas susahnya minta ampun dah,SEDANG
FASILITAS,lab komputer mipa kursinya kayunya sudah lapuk dan lampunya remang,RENDAH
AKADEMIK,"spada lemot parah, susah akses forum diskusi",SEDANG
KEMAHASISWAAN,"kegiatan kegiatan sosial kampus tidak terorganisir dengan baik, proses administrasi terhambat",TINGGI
KEMAHASISWAAN,"kegiatan seminar mhs kurang dukungan kampus, mhs jadi kesal",RENDAH
KEMAHASISWAAN,"pengurusan surat keterangan aktif harus bolak-balik, banyak yang tidak terlayani",RENDAH
KEMAHASISWAAN,"kegiatan kegiatan ukm tidak terorganisir dengan baik, mhs jadi kesal",TINGGI
KEMAHASISWAAN,unit kemhsan responnya lelet saat mhs butuh bantuan,SEDANG
KEMAHASISWAAN,"sosialisasi kegiatan kemhsan hanya melalui grup tertentu, banyak yang terlewat informasinya",RENDAH
LAINNYA,"jalan di area antar gedung gaada penerangan malam, kendaraan jadi ancur",SEDANG
AKADEMIK,"spada nge-lag terus, susah akses forum diskusi",RENDAH
FASILITAS,"wc lab kimia airnya tidak mengalir dari kemarin, harus nahan lama bgt",RENDAH
JARINGAN_IT,"wifi gedung b lantai 1 lemot parah, kls online terganggu",SEDANG
LAINNYA,"area area belajar outdoor gaada fasilitas, tidak nyaman buat mhs",RENDAH
JARINGAN_IT,internet di gedung fisip sering putus padahal butuh buat kls online,RENDAH
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet aula bapuk ga stabil,RENDAH
KEMAHASISWAAN,"organisasi kurang dukungan dari kampus, potensi mhs tersia-sia",RENDAH
LAINNYA,"keamanan area parkir cctv tidak berfungsi, sering kehilangan barang",RENDAH
JARINGAN_IT,"wifi gedung b lantai 2 sering disconnect, gabisa akses spada",RENDAH
KEUANGAN,"pembayaran biaya kkn harus datang langsung berkali-kali, mhs yang urgent jadi kesusahan",RENDAH
KEUANGAN,"dana kegiatan mhs tidak cair tepat waktu, mhs dirugikan",RENDAH
JARINGAN_IT,wifi kampus bapuk ga stabil apalagi kalau siang hari,RENDAH
FASILITAS,"tolong ac gedung rektorat segera diperbaiki, mati total dan ruangan jadi gerah bgt",KRITIS
JARINGAN_IT,"bandwidth wifi kampus tidak memadai, kls online terganggu",RENDAH
KEMAHASISWAAN,"layanan bem sering tutup, proses administrasi terhambat",RENDAH
KEMAHASISWAAN,"fasilitas lapangan olahraga terlalu kecil, pengurusan jadi bgt lama",RENDAH
FASILITAS,"parkiran gedung fh banyak yang parkir sembarangan, sering telat kls gara-gara nyari tempat parkir",RENDAH
AKADEMIK,"sistem siakad ui-nya susah dinavigasi, nilai terancam",TINGGI
FASILITAS,"gedung a lantai 1 panas bgt soalnya mati total, belajarnya terganggu",KRITIS
KEUANGAN,"dana penelitian mhs jumlahnya tidak sesuai, mhs yang kena dampaknya",RENDAH
LAINNYA,"lapangan bola dikenakan biaya masuk yang tidak semestinya, mhs gabisa olahraga gratis",RENDAH
FASILITAS,ac di ruang kelas sering tidak berfungsi sehingga ruangan menjadi bgt panas sehingga kita merasa nda nyaman mohon untuk segera di perbaiki.,RENDAH
KEUANGAN,"dana penelitian mhs tidak transparan penggunaannya, mhs dirugikan",RENDAH
JARINGAN_IT,wifi kampus gabisa dipakai apalagi kalau siang hari,RENDAH
JARINGAN_IT,koneksi di prodi informatika sering putus padahal butuh buat download materi,TINGGI
JARINGAN_IT,server spada bapuk ga stabil waktu pengumuman nilai,RENDAH
JARINGAN_IT,"jangkauan wifi fakultas teknik hanya di spot tertentu, gabisa kumpul tugas online",RENDAH
KEUANGAN,"ukt naik setiap tahun, tapi fasilitasnya jauh dari layak",TINGGI
LAINNYA,"lingkungan sekitar perpus gersang gaada pohon, gaada tempat bersantai",RENDAH
JARINGAN_IT,koneksi di gedung rektorat sering putus padahal butuh buat akses spada,RENDAH
JARINGAN_IT,"server siakad sering down pas masa krs, susah download materi",TINGGI
KEMAHASISWAAN,"program magang kampus merdeka prosedur pendaftarannya ribet, mhs kurang diuntungkan",RENDAH
FASILITAS,"parkiran fakultas ekonomi banyak yang parkir sembarangan, sering ada yang ditabrak",RENDAH
KEUANGAN,"prosedur pengajuan keringanan ukt bgt rumit, menghambat akademik",TINGGI
KEUANGAN,"pembayaran ukt terjadi kesalahan administrasi, prosesnya jadi bgt lama",TINGGI
LAINNYA,"area sekitar perpus panas dan tidak teduh, kurang nyaman buat mhs",RENDAH
LAINNYA,"kantin area food court pilihannya sedikit, susah makan siang",RENDAH
JARINGAN_IT,"wifi prodi matematika gabisa dipakai, gabisa kumpul tugas online",SEDANG
JARINGAN_IT,"wifi prodi akuntansi lemot parah, kls online terganggu",SEDANG
FASILITAS,"kebersihan prodi informatika sampahnya menumpuk, tidak nyaman berada di sini",SEDANG
KEMAHASISWAAN,"sosialisasi hak dan kewajiban mhs hanya melalui grup tertentu, banyak yang terlewat informasinya",RENDAH
JARINGAN_IT,koneksi di lab komputer lemot parah padahal butuh buat download materi,TINGGI
JARINGAN_IT,"jangkauan wifi gedung fisip tidak sampai ke semua ruangan, gabisa akses spada",RENDAH
FASILITAS,"musola di gedung b lantai 2 fasilitasnya minim, tolong diperhatikan",RENDAH
LAINNYA,"kebersihan koridor gedung jarang dibersihkan, mencerminkan citra kampus yang buruk",RENDAH
AKADEMIK,"sistem portal mhs ui-nya terlalu ribet, nilai terancam",TINGGI
LAINNYA,"keamanan area parkir gaada satpam, tidak kondusif untuk kegiatan malam",RENDAH
LAINNYA,"atm/ bank kampus gaada di dalam kampus, mhs harus keluar kampus untuk ke atm",RENDAH
KEUANGAN,"pengumuman pengumuman beasiswa hanya dari mulut ke mulut, mhs jadi bingung",TINGGI
FASILITAS,"tolong ac fakultas teknik segera diperbaiki, nda menyala dan mhs tidak konsen belajar",RENDAH
LAINNYA,"gerbang 1 jarang dibuka, antrean masuk panjang",SEDANG
KEUANGAN,"pengumuman pengumuman beasiswa tidak diinformasikan jelas, mhs kaget",TINGGI
AKADEMIK,"dosen jarang masuk, tugas jadi terlelet dikumpulkan",SEDANG
FASILITAS,"kamar mandi auditorium jorok bgt, jadi malas kls apalagi kalau kebelet",RENDAH
JARINGAN_IT,"internet di gedung d lemot parah, susah download materi kls",TINGGI
KEMAHASISWAAN,"fasilitas ruang ukm terlalu kecil, proses administrasi terhambat",RENDAH
AKADEMIK,"sistem sistem krs terlalu ribet, tugas jadi terlelet",TINGGI
KEMAHASISWAAN,"fasilitas ruang rapat mhs tidak memadai, proses administrasi terhambat",RENDAH
LAINNYA,"kebersihan sekitar parkiran kumuh, baunya tidak enak",RENDAH
KEMAHASISWAAN,"kegiatan seminar mhs waktunya tidak pas, proses administrasi terhambat",RENDAH
JARINGAN_IT,"server spada bapuk ga stabil pas masa uas, terpaksa pakai kuota sendiri",KRITIS
FASILITAS,"gedung d panas bgt soalnya tidak berfungsi, belajarnya terganggu",RENDAH
FASILITAS,"tolong ac gedung d segera diperbaiki, netes airnya dan ruangan jadi gerah bgt",RENDAH
AKADEMIK,"website portal mhs sering eror, tugas jadi terlelet dikumpulkan",TINGGI
LAINNYA,"gerbang pintu masuk utama sering macet di satu pintu saja, sering terlelet kls",SEDANG
KEUANGAN,"pengumuman pengumuman beasiswa tidak sampai ke semua mhs, mhs kaget",TINGGI
FASILITAS,"toilet di gedung b lantai 3 airnya mati total. selain itu, ac di kelas lantai yang sama juga sering kurang dingin kalau siang, jadi mhs kurang konsen belajar soalnya gerah",KRITIS
FASILITAS,"tangga fakultas ekonomi gaada pegangan, bahaya kalau terpeleset",RENDAH
KEUANGAN,biaya penggunaan lapangan olahraga seharusnya tidak dibebankan ke mhs,RENDAH
LAINNYA,"keamanan lingkungan sekitar kampus gaada satpam, sering ada kehilangan motor",KRITIS
KEUANGAN,"pengumuman pengumuman beasiswa mendadak bgt, mhs kaget",TINGGI
KEUANGAN,"penggunaan dana kegiatan mhs tidak transparan, mhs tidak tahu kemana uangnya",RENDAH
AKADEMIK,"jadwal kls gaada pemberitahuan resmi, mhs jadi bingung",SEDANG
AKADEMIK,"krs matkul yang tersedia tidak sesuai kurikulum, banyak yang ketinggalan informasi",TINGGI
LAINNYA,"lapangan basket gaada penerangan malam hari, gaada wadah kegiatan olahraga mhs",SEDANG
FASILITAS,ac dalam ruangannya tolong di nyalakan karna seringkali ac nya tda menyala jadinya kepanasan ,RENDAH
JARINGAN_IT,"gaada wifi sama sekali di lab komputer, terpaksa pakai kuota sendiri",RENDAH
FASILITAS,"tolong ac gedung fisip segera diperbaiki, cuma pajangan dan susah fokus",RENDAH
FASILITAS,"gedung b lantai 2-3 sering turun saklar lampu, jadi ruangan panas, lcd mati, dll. paling parah pas setiap masuk matakls hm",SEDANG
LAINNYA,"gaada transportasi kampus, mhs kesulitan mobilitas",RENDAH
LAINNYA,"atm dalam kampus sering kosong uangnya, terpaksa keluar kampus",RENDAH
JARINGAN_IT,"jaringan di gedung mipa bgt buruk, susah akses internet",RENDAH
KEMAHASISWAAN,"layanan hima pelayanannya kurang baik, mhs jadi kesal",RENDAH
KEUANGAN,biaya biaya kegiatan wajib seharusnya tidak dibebankan ke mhs,RENDAH
LAINNYA,sampah di koridor gedung menumpuk setiap akhir pekan,RENDAH
LAINNYA,"lingkungan sekitar gedung mipa minim fasilitas publik, tidak mendukung kreativitas mhs",RENDAH
FASILITAS,"wc gedung b lantai 1 ancur total, terpaksa ke gedung lain yang jauh",TINGGI
AKADEMIK,"ruang kls terlalu panas, capek bgt dikelas",RENDAH
KEUANGAN,"dana kegiatan mhs tidak transparan penggunaannya, mhs dirugikan",RENDAH
AKADEMIK,"ruang kls tidak sesuai kapasitas mhs, capek bgt dikelas",RENDAH
KEMAHASISWAAN,"kegiatan kegiatan ukm tidak terorganisir, mhs jadi tidak antusias",TINGGI
JARINGAN_IT,"internet di gedung a lantai 3 sering putus, susah download materi kls",TINGGI
FASILITAS,"min, wc di gedung fh kondisinya kotor parah, tolong segera diperbaiki",SEDANG
KEMAHASISWAAN,"informasi kegiatan kemhsan tidak merata, mhs banyak yang tidak tahu",RENDAH
FASILITAS,"remot ac lab komputer cuma 2 buat semua lantai, susah hidupinnya",RENDAH
KEMAHASISWAAN,"program pertukaran mhs tidak merata distribusinya, mhs kurang diuntungkan",RENDAH
LAINNYA,"atm/ bank kampus sering kosong uangnya, merepotkan saat butuh dana mendadak",RENDAH
LAINNYA,"kantin area food court kampus harganya kemahalan, antriannya panjang bgt",RENDAH
LAINNYA,"lingkungan sekitar gedung c gersang gaada pohon, panas bgt siang hari",RENDAH
JARINGAN_IT,"wifi gedung fh gabisa dipakai, terpaksa pakai kuota sendiri",RENDAH
AKADEMIK,"beberapa alat atau bahan praktikum, masa di sediakan praktikan, bukankah semuanya di sediakan dari kampus?",RENDAH
FASILITAS,"parkiran prodi informatika gaada petugas, sering ada yang ditabrak",SEDANG
AKADEMIK,"ada dosen yang sering tidak masuk tanpa keterangan, itu tidak profesional",RENDAH
LAINNYA,"kebersihan koridor gedung sampah bertebaran, bisa jadi sumber penyakit",RENDAH
JARINGAN_IT,"hotspot kampus bapuk ga stabil, terpaksa habiskan kuota sendiri",RENDAH
KEUANGAN,"prosedur pengajuan keringanan ukt banyak persyaratan yang tidak masuk akal, mhs yang urgent jadi kesusahan",TINGGI
KEUANGAN,"prosedur pembayaran ukt tidak jelas alurnya, mhs yang urgent jadi kesusahan",TINGGI
KEMAHASISWAAN,"staff unit kemhsan melayani dengan malas-malasan, malas mengurus keperluan ke sana",RENDAH
JARINGAN_IT,server sistem informasi kampus gabisa diakses waktu jam kls,RENDAH
FASILITAS,"banyak kursi di fakultas teknik yang kayunya sudah lapuk, capek bgt dikelas",RENDAH
FASILITAS,"fasilitas gedung mipa tidak memadai, masa bayar ukt tapi fasilitas gini",TINGGI
KEMAHASISWAAN,"kegiatan program mentoring kurang dukungan kampus, proses administrasi terhambat",RENDAH
LAINNYA,sampah di area kantin menumpuk beberapa hari,RENDAH
AKADEMIK,"sistem spada terlalu ribet, proses akademik terhambat",RENDAH
LAINNYA,"jalan di area parkir utama bergelombang, bisa bikin kecelakaan",KRITIS
LAINNYA,"atm/ bank kampus sering eror, merepotkan saat butuh dana mendadak",TINGGI
KEMAHASISWAAN,"senioritas di prodi masih melewati batas, mhs baru jadi tertekan",RENDAH
JARINGAN_IT,"bandwidth wifi kampus tidak memadai, tidak cukup untuk semua mhs",RENDAH
FASILITAS,ac gedung a lantai tiga ruangan  matematika tolong di perbaiki ,SEDANG
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet perpus lemot parah,SEDANG
KEMAHASISWAAN,"staff layanan administrasi mhs kurang ramah, malas mengurus keperluan ke sana",RENDAH
FASILITAS,parkiran motor yang masih kurang teratur dan banyak parkir sembarangan. alhasil terlelet kalau ada kelas karna waktunya habis untuk cari parkir dulu.,SEDANG
KEMAHASISWAAN,"layanan bagian kemhsan tidak konsisten, banyak yang tidak terlayani",RENDAH
FASILITAS,"gaada ruang istirahat di lab kimia, padahal bgt dibutuhkan",RENDAH
FASILITAS,"min, parkiran perpus pusat gaada petugas tolong diatur lebih baik",RENDAH
FASILITAS,"fakultas hukum panas bgt soalnya panasnya parah, susah konsen belajar",RENDAH
LAINNYA,"jalan di area parkir utama bergelombang, banjir waktu hujan",RENDAH
KEUANGAN,"pembayaran biaya praktikum terjadi kesalahan administrasi, mhs yang urgent jadi kesusahan",RENDAH
AKADEMIK,"dosen tidak beri feedback nilai, belajar jadi terganggu",RENDAH
AKADEMIK,"nilai gabisa diakses di portal, proses akademik jadi terlelet",SEDANG
KEMAHASISWAAN,"fasilitas ruang rapat mhs tidak layak, proses administrasi terhambat",RENDAH
KEUANGAN,"keringanan ukt susah diajukan, prosedurnya bgt rumit",TINGGI
KEMAHASISWAAN,"staff layanan administrasi mhs tidak responsif, tidak sesuai standar pelayanan",RENDAH
AKADEMIK,"krs gabisa diakses saat masa pengisian, banyak yang ketinggalan info",TINGGI
LAINNYA,"area taman kampus gaada tempat duduk, tidak nyaman buat mhs",RENDAH
AKADEMIK,"informasi jadwal kls pengganti mendadak, mhs jadi bingung",SEDANG
FASILITAS,"parkiran prodi informatika gada atapnya, kendaraan bisa jok panas bgt",SEDANG
LAINNYA,"keamanan area parkir cctv tidak berfungsi, mhs tidak merasa aman",RENDAH
FASILITAS,"remot ac gedung b lantai 1 cuma 1 untuk 3 lantai, susah hidupinnya",RENDAH
FASILITAS,"lab kimia panas bgt soalnya nda menyala, belajarnya terganggu",RENDAH
LAINNYA,"lapangan basket gaada penerangan malam hari, lapangan gabisa dimanfaatkan optimal",SEDANG
KEMAHASISWAAN,"senioritas di himpunan membuat mhs baru tidak nyaman, membuat mhs baru tertekan",RENDAH
KEMAHASISWAAN,"layanan bagian kemhsan jarang beroperasi, mhs jadi kesal",RENDAH
FASILITAS,"kebersihan gedung fh jarang dibersihkan, tidak nyaman berada di sini",RENDAH
FASILITAS,"lab komputer mipa jarang dibersihkan, fasilitasnya tidak memadai",RENDAH
AKADEMIK,"revisi skripsi acc-nya lama, mhs dirugikan",TINGGI
FASILITAS,"ac prodi akuntansi cuma pajangan, nda menyala padahal ukt mahal tapi fasilitas tidak sesuai",TINGGI
FASILITAS,"kursi di gedung a lantai 1 udah lama kayunya sudah lapuk, kapan diganti?",RENDAH
KEMAHASISWAAN,"kegiatan seminar mhs informasinya tidak merata, proses administrasi terhambat",RENDAH
LAINNYA,"gerbang gerbang 1 sering macet di satu pintu saja, sering terlelet kls",SEDANG
FASILITAS,"fasilitas lab komputer sudah bgt ketinggalan, kami sudah bayar ukt tepat waktu",TINGGI
JARINGAN_IT,"bandwidth wifi kampus bgt terbatas, susah download materi kls",TINGGI
AKADEMIK,"bahan ajar tidak diberikan oleh dosen, susah konsen belajar",RENDAH
JARINGAN_IT,"jangkauan wifi gedung b lantai 1 hanya di spot tertentu, tidak produktif di kampus",TINGGI
KEMAHASISWAAN,"layanan unit kemhsan pelayanannya kurang baik, banyak yang tidak terlayani",RENDAH
KEMAHASISWAAN,bem kurang aktif menyuarakan aspirasi mhs soal prosedur dokumen,RENDAH
AKADEMIK,sistem krs sering gabisa diakses waktu masa krs,TINGGI
FASILITAS,"banyak kursi di gedung rektorat yang ancur, capek bgt dikelas",SEDANG
LAINNYA,sampah di kampus kalau hari libur banyak sekali,RENDAH
LAINNYA,"lapangan bola gaada penerangan malam hari, gaada wadah kegiatan olahraga mhs",SEDANG
JARINGAN_IT,"jangkauan wifi gedung mipa tidak sampai ke semua ruangan, kls online terganggu",RENDAH
LAINNYA,"pintu masuk utama pintunya ancur, tidak aman",SEDANG
AKADEMIK,"ruang kls terlalu panas, gabisa fokus",RENDAH
LAINNYA,"jalan di jalan masuk kampus gaada lampu penerang malam hari, mhs tidak nyaman",RENDAH
FASILITAS,"min, parkiran gedung a lantai 1 tidak muat tolong diatur lebih baik",RENDAH
KEMAHASISWAAN,"fasilitas sekretariat bem fasilitasnya minim, pengurusan jadi bgt lama",RENDAH
FASILITAS,"kursi di lab biologi udah lama sudah tidak layak pakai, kapan diganti?",RENDAH
JARINGAN_IT,"jaringan di gedung mipa lemot parah, susah akses internet",SEDANG
KEMAHASISWAAN,"informasi program beasiswa hanya di grup tertentu, mhs banyak yang tidak tahu",TINGGI
KEUANGAN,"prosedur pengembalian dana tidak transparan, menghambat proses akademik",RENDAH
LAINNYA,"transportasi gaada shuttle bus kampus, biaya transportasi jadi membebani",RENDAH
FASILITAS,"kursi di perpus pusat udah lama mejanya patah, kapan diganti?",RENDAH
JARINGAN_IT,internet di gedung b lantai 3 bapuk ga stabil padahal butuh buat akses spada,RENDAH
KEMAHASISWAAN,"kegiatan ospek informasinya tidak merata, mhs jadi kesal",RENDAH
AKADEMIK,"informasi prosedur skripsi mendadak bgt, mhs jadi bingung",TINGGI
KEMAHASISWAAN,"senioritas di unit kemhsan masih bgt kental, membuat mhs baru tertekan",RENDAH
FASILITAS,"min, parkiran gedung a lantai 2 gaada petugas tolong diatur lebih baik",RENDAH
JARINGAN_IT,wifi kampus lemot parah apalagi kalau acara kampus,SEDANG
FASILITAS,"plafon ruang seminar hampir roboh, khawatir mhs tidak nyaman",RENDAH
JARINGAN_IT,server spada bapuk ga stabil waktu masa uas,KRITIS
FASILITAS,"wc prodi matematika gabisa dipakai, harus nahan lama bgt",SEDANG
AKADEMIK,"jadwal kls informasinya tidak jelas, stress bgt ngurusnya",RENDAH
KEMAHASISWAAN,"pengurusan dokumen beasiswa harus bolak-balik, mhs jadi kesal",TINGGI
AKADEMIK,siakad uho terkadang gabisa di akses,RENDAH
KEMAHASISWAAN,senioritas diprodi masih bgt kental alangkah lebih baik edukasi untuk senioritas diadakan soalnya senioritas di kampus membuat beberapa mhs bisa tertekan,RENDAH
LAINNYA,"kebersihan area kampus jarang dibersihkan, tidak nyaman beraktivitas",RENDAH
KEMAHASISWAAN,"informasi kompetisi mhs tidak disebarkan merata, mhs jadi kesal",RENDAH
FASILITAS,"gaada lift/eskalator di gedung b lantai 2, padahal bgt dibutuhkan",RENDAH
LAINNYA,"lapangan futsal dikenakan biaya masuk yang tidak semestinya, lapangan gabisa dimanfaatkan optimal",TINGGI
AKADEMIK,"spada loadingnya lama bgt, susah ikut kuis",RENDAH
FASILITAS,"fasilitas lab kimia tidak memadai, padahal kita sudah bayar ukt",TINGGI
AKADEMIK,"spada nge-lag waktu saat uts, susah kumpul tugas",KRITIS
JARINGAN_IT,"server spada gabisa diakses pas jam kls, gabisa kumpul tugas online",RENDAH
KEMAHASISWAAN,"pengurusan surat keterangan lulus butuh berhari-hari, bgt lama",RENDAH
KEUANGAN,beasiswa prosesnya tidak jelas dan informasinya tidak sampai ke semua mhs,TINGGI
KEMAHASISWAAN,"staff bagian kemhsan tidak membantu, tidak enak kalau harus ke sana",RENDAH
FASILITAS,"parkiran gedung b lantai 1 sempit bgt, kendaraan jadi susah keluar",RENDAH
LAINNYA,"keamanan area kampus malam kurang terjaga, tidak kondusif malam hari",RENDAH
FASILITAS,lahan parkir di fakultas ekonomi tidak muat jadi sering telat kls,RENDAH
JARINGAN_IT,server sistem informasi kampus bapuk ga stabil waktu masa krs,TINGGI
KEMAHASISWAAN,"informasi program pertukaran pelajar hanya di grup tertentu, mhs banyak yang tidak tahu",RENDAH
FASILITAS,"ac di gedung fh berisik bgt, jadi mhs tidak konsen belajar",RENDAH
FASILITAS,ruangan yang sempit,RENDAH
JARINGAN_IT,"sinyal seluler di lab komputer gaada sama sekali, harus keluar dulu baru bisa internetan",RENDAH
FASILITAS,"kebersihan lab biologi jarang dibersihkan, bisa jadi sumber penyakit",RENDAH
JARINGAN_IT,"jaringan di prodi matematika lemot parah, susah akses internet",SEDANG
LAINNYA,"kantin belakang gedung b tidak higienis, susah makan siang",RENDAH
JARINGAN_IT,"sinyal di gedung a lantai 3 hilang timbul, gabisa akses internet sama sekali",RENDAH
KEUANGAN,"informasi beasiswa informasinya tidak transparan, hanya orang tertentu yang tahu",TINGGI
AKADEMIK,"materi kls susah dicari, mhs susah belajar mandiri",RENDAH
LAINNYA,"jalan di area parkir utama licin waktu hujan, kendaraan jadi ancur",SEDANG
LAINNYA,sampah di koridor gedung menumpuk saat hari libur,RENDAH
KEMAHASISWAAN,"program bimbingan karir kuota yang terlalu sedikit, mhs kurang diuntungkan",RENDAH
AKADEMIK,kls online terganggu soalnya siakad gabisa diakses,RENDAH
KEMAHASISWAAN,"staff bem melayani dengan malas-malasan, malas mengurus keperluan ke sana",RENDAH
KEMAHASISWAAN,"informasi prosedur pengajuan surat tidak disosialisasikan dengan baik, mhs banyak yang tidak tahu",RENDAH
KEMAHASISWAAN,"program magang kampus merdeka sosialisasinya kurang, mhs banyak yang tidak tahu",RENDAH
KEMAHASISWAAN,"pengurusan transkip nilai sementara harus bolak-balik, proses terhambat",RENDAH
AKADEMIK,siakad sering crash tiba-tiba waktu pengumuman nilai,RENDAH
KEMAHASISWAAN,"informasi prosedur pengajuan surat tidak disebarkan merata, banyak yang tidak terlayani",RENDAH
JARINGAN_IT,"server spada overload pas jam kls, terpaksa pakai kuota sendiri",RENDAH
KEUANGAN,"pengumuman pengumuman beasiswa tidak diinformasikan dengan jelas, mhs jadi bingung",TINGGI
FASILITAS,"kamar mandi gedung b lantai 1 airnya mati, terpaksa ke gedung lain yang jauh apalagi kalau kebelet",SEDANG
KEMAHASISWAAN,"pengurusan transkip nilai sementara butuh berhari-hari, bgt lama",RENDAH
FASILITAS,kecil ruangan,RENDAH
AKADEMIK,"website portal mhs ui-nya outdated bgt, belajar jadi terganggu",RENDAH
LAINNYA,"transportasi gaada shuttle bus kampus, tidak ramah lingkungan",RENDAH
LAINNYA,"pintu masuk utama pintunya ancur, sering terlelet kls",SEDANG
KEMAHASISWAAN,"layanan bem tidak konsisten jam operasionalnya, pengurusan jadi bgt lama",RENDAH
AKADEMIK,"revisi skripsi responnya lama bgt, banyak yang ketinggalan informasi",TINGGI
LAINNYA,"transportasi gaada jalur sepeda, tidak ramah lingkungan",RENDAH
FASILITAS,"parkiran prodi matematika tidak teratur, sering ada yang ditabrak",SEDANG
AKADEMIK,sistem krs sering timeout terutama jam kls,TINGGI
FASILITAS,ruangan 2.3 kursinya mejanya patah dan papan tulisnya gabisa dibaca,RENDAH
FASILITAS,"banyak kursi di prodi akuntansi yang mejanya patah, nilai bisa jelek soalnya tidak konsen",RENDAH
AKADEMIK,"jadwal kls sering berubah mendadak, banyak yang ketinggalan informasi",RENDAH
LAINNYA,"kebersihan sekitar parkiran sampah bertebaran, bisa jadi sumber penyakit",RENDAH
KEUANGAN,"prosedur administrasi keuangan bgt rumit dan berbelit, menghambat proses akademik",RENDAH
LAINNYA,"gaada jalur sepeda di area kampus, padahal bgt dibutuhkan",RENDAH
LAINNYA,"keamanan area parkir rawan tindak kriminal, tidak kondusif untuk kegiatan malam",KRITIS
JARINGAN_IT,"jangkauan wifi gedung rektorat tidak sampai ke semua ruangan, susah download materi kls",TINGGI
LAINNYA,"jalan di dekat auditorium gaada lampu penerang malam hari, banjir waktu hujan",RENDAH
FASILITAS,perlengkapan di laboratorium khusus nya di laboratorium botani banyak yang kurang berfungsi dengan baik,RENDAH
AKADEMIK,"revisi skripsi acc-nya lama, banyak yang ketinggalan informasi",TINGGI
LAINNYA,"kantin belakang gedung b pilihannya sedikit, antrean panjang",SEDANG
KEUANGAN,ukt prosedur keringanan susah tapi wifi gabisa diandalkan,TINGGI
JARINGAN_IT,server siakad sering down waktu masa uts,KRITIS
AKADEMIK,"dosen jarang masuk, mhs rugi bgt",RENDAH
JARINGAN_IT,"jaringan di gedung b lantai 2 gabisa diandalkan, susah akses internet",RENDAH
FASILITAS,"parkiran gedung a lantai 2 gada atapnya, kendaraan bisa catnya jadi ancur",SEDANG
LAINNYA,"kebersihan area kantin bgt kotor, citra kampus buruk",SEDANG
FASILITAS,"tolong ac gedung fisip segera diperbaiki, sudah ancur dan gerah minta ampun",SEDANG
KEMAHASISWAAN,"senioritas di unit kemhsan masih tidak ditangani baik, mhs baru jadi tertekan",RENDAH
AKADEMIK,"spada sering down waktu masa krs, susah kumpul tugas",TINGGI
KEMAHASISWAAN,"fasilitas sekretariat bem tidak layak, pengurusan jadi bgt lama",RENDAH
AKADEMIK,"dosen menjual buku wajib ke mhs, mhs dirugikan",RENDAH
