kategori,keluhan,urgensi
JARINGAN_IT,"sinyal di fakultas ekonomi hilang timbul, gabisa akses internet sama sekali",RENDAH
AKADEMIK,"website siakad lemot bgt, belajar jadi terganggu",SEDANG
AKADEMIK,"ruang kls terlalu sempit, capek bgt dikelas",RENDAH
AKADEMIK,web spada suka eror saat ingin mengumpulkan tugas,TINGGI
FASILITAS,"saklar di prodi informatika sering turun, jadi kls terganggu",SEDANG
AKADEMIK,"bahan ajar sudah outdated, belajarnya terganggu",RENDAH
KEMAHASISWAAN,"program magang kampus merdeka sosialisasinya kurang, mhs banyak yang tidak tahu",RENDAH
AKADEMIK,"krs gabisa tambah matkul, mhs jadi bingung",TINGGI
AKADEMIK,"spada nge-lag terus, susah akses materi kls",RENDAH
KEUANGAN,"transparansi distribusi beasiswa kurang, mhs tidak tahu siapa yang berhak",TINGGI
JARINGAN_IT,"internet di gedung b lantai 3 lemot parah, gabisa kumpul tugas online",SEDANG
JARINGAN_IT,"wifi prodi informatika bapuk ga stabil, tidak produktif di kampus",TINGGI
AKADEMIK,"sistem sistem krs ui-nya membingungkan, mhs rugi bgt",TINGGI
KEUANGAN,"prosedur pembayaran ukt bgt rumit, prosesnya bgt lama",TINGGI
AKADEMIK,"nilai ada yang salah input, mhs dirugikan",RENDAH
KEUANGAN,ukt prosedur keringanan susah tapi wifi gabisa diandalkan,TINGGI
FASILITAS,"remot ac lab komputer cuma 2 buat semua lantai, susah hidupinnya",RENDAH
KEMAHASISWAAN,"program mentoring akademik sosialisasinya kurang, mhs banyak yang tidak tahu",RENDAH
FASILITAS,"min, parkiran fakultas hukum banyak yang parkir sembarangan tolong diatur lebih baik",RENDAH
KEUANGAN,ukt sudah mahal tapi wifi gabisa diandalkan,TINGGI
JARINGAN_IT,"wifi prodi matematika gabisa dipakai, gabisa kumpul tugas online",SEDANG
LAINNYA,"kantin belakang gedung b jamnya terlalu singkat, terpaksa keluar kampus",RENDAH
FASILITAS,"banyak kursi di gedung a lantai 3 yang banyak yang hilang, capek bgt dikelas",RENDAH
LAINNYA,"jalan di dekat auditorium gaada lampu penerang malam hari, banjir waktu hujan",RENDAH
FASILITAS,"lampu di lab matematika putus, gabisa presentasi pakai proyektor",SEDANG
JARINGAN_IT,server sistem informasi kampus bapuk ga stabil waktu masa krs,TINGGI
LAINNYA,"area sekitar perpus panas dan tidak teduh, kurang nyaman buat mhs",RENDAH
FASILITAS,"tolong ac gedung d segera diperbaiki, mati total dan keringat terus padahal lagi kls",KRITIS
FASILITAS,"kursi di ruangan 1.2 banyak yang hilang, susah nulis waktu kls",RENDAH
AKADEMIK,"ruang kls proyektornya ancur, capek bgt dikelas",SEDANG
KEMAHASISWAAN,hak mhs dalam prosedur dokumen kurang disosialisasikan,RENDAH
LAINNYA,"lingkungan sekitar prodi akuntansi kurang terawat, panas bgt siang hari",RENDAH
FASILITAS,"ac di ruang kls lantai 2 udah lama nda diperbaiki, mati total",KRITIS
AKADEMIK,"jadwal jadwal kls pengganti tidak diinformasikan jelas, banyak mhs yang tidak tahu",RENDAH
AKADEMIK,kls online terganggu soalnya sistem krs sering down,TINGGI
KEMAHASISWAAN,"layanan sekretariat jarang beroperasi, banyak yang tidak terlayani",RENDAH
FASILITAS,"kursi di gedung d udah lama kayunya sudah lapuk, kapan diganti?",RENDAH
AKADEMIK,"jadwal kls sering berubah mendadak, banyak yang ketinggalan informasi",RENDAH
FASILITAS,"gaada lift/eskalator di prodi akuntansi, padahal bgt dibutuhkan",RENDAH
FASILITAS,"banyak kursi di gedung a lantai 1 yang sudah tidak layak pakai, mhs jadi malas masuk kls",RENDAH
AKADEMIK,"dosen metode mengajarnya membosankan, tugas jadi terlelet dikumpulkan",SEDANG
FASILITAS,"parkiran prodi informatika gada atapnya, kendaraan bisa jok panas bgt",SEDANG
JARINGAN_IT,spada sering eror saat masa uts/uas,KRITIS
AKADEMIK,"website web akademik tidak user friendly, belajar jadi terganggu",RENDAH
LAINNYA,"lingkungan sekitar fakultas ekonomi kurang terawat, tidak nyaman buat aktivitas luar",RENDAH
KEMAHASISWAAN,informasi mengenai kkn tematik itu kurang,SEDANG
KEMAHASISWAAN,"layanan hima pelayanannya kurang baik, mhs jadi kesal",RENDAH
FASILITAS,"plafon ruang kls lantai 2 bocor saat hujan, khawatir bisa kena mhs",RENDAH
JARINGAN_IT,"internet di fakultas ekonomi sering putus, gabisa kumpul tugas online",RENDAH
FASILITAS,toilet di fakultas teknik gabisa dipakai dan pintunya ancur,SEDANG
LAINNYA,"kantin belakang gedung b jamnya singkat, susah makan siang",RENDAH
KEMAHASISWAAN,"fasilitas sekretariat bem terlalu kecil, banyak yang tidak terlayani",RENDAH
LAINNYA,"gerbang gerbang 2 pintunya ancur, sering terlelet kls",SEDANG
JARINGAN_IT,"jaringan di lab kimia bapuk ga stabil, susah akses internet",RENDAH
LAINNYA,"kebersihan koridor gedung kumuh, tidak nyaman untuk beraktivitas",RENDAH
AKADEMIK,"sistem web akademik ui-nya membingungkan, nilai terancam",TINGGI
AKADEMIK,"dosen jarang masuk, tugas jadi terlelet dikumpulkan",SEDANG
JARINGAN_IT,"jangkauan wifi lab biologi tidak luas, gabisa kumpul tugas online",TINGGI
AKADEMIK,"ruang kls tidak sesuai kapasitas mhs, susah konsen belajar",RENDAH
LAINNYA,"lapangan basket gaada penerangan malam hari, gaada wadah kegiatan olahraga mhs",SEDANG
JARINGAN_IT,server portal akademik lelet bgt waktu masa uts,KRITIS
AKADEMIK,"dosen metode mengajarnya membosankan, nilai terancam",TINGGI
JARINGAN_IT,koneksi di gedung a lantai 1 sering putus padahal butuh buat akses jurnal,RENDAH
JARINGAN_IT,"sinyal di gedung a lantai 3 gaada sama sekali, harus keluar ruangan dulu",RENDAH
KEMAHASISWAAN,"kegiatan seminar mhs tidak terorganisir dengan baik, proses administrasi terhambat",TINGGI
JARINGAN_IT,"server siakad sering down pas masa krs, susah download materi",TINGGI
KEMAHASISWAAN,"program wirausaha mhs kuota yang terlalu sedikit, mhs kurang diuntungkan",RENDAH
FASILITAS,"gaada ruang istirahat di gedung fisip, padahal bgt dibutuhkan",RENDAH
KEUANGAN,beasiswa informasinya tidak merata dan informasinya tidak sampai ke semua mhs,TINGGI
KEMAHASISWAAN,"kegiatan kegiatan sosial kampus tidak terorganisir dengan baik, banyak yang tidak terlayani",TINGGI
KEMAHASISWAAN,"fasilitas ruang rapat mhs terlalu kecil, banyak yang tidak terlayani",RENDAH
FASILITAS,"parkiran gedung a lantai 1 gada atapnya, kendaraan bisa catnya jadi ancur",SEDANG
KEMAHASISWAAN,"program magang kampus merdeka sosialisasinya kurang, mhs kurang diuntungkan",RENDAH
KEMAHASISWAAN,"pengurusan surat izin kegiatan makan waktu berminggu-minggu, bgt tidak efisien",RENDAH
FASILITAS,"parkiran perpus pusat berantakan, kendaraan jadi susah keluar",RENDAH
LAINNYA,"lingkungan sekitar prodi matematika kurang terawat, panas bgt siang hari",SEDANG
KEMAHASISWAAN,"senioritas di unit kemhsan masih membuat tidak nyaman, mhs baru jadi tertekan",RENDAH
JARINGAN_IT,wifi di ruang seminar lemot parah apalagi semua mhs pakai,SEDANG
LAINNYA,"kebersihan taman kampus kumuh, baunya tidak enak",RENDAH
JARINGAN_IT,wifinya gabisa di gunakan sepertinya belum di bayar,RENDAH
FASILITAS,"banyak kursi di fakultas ekonomi yang banyak yang hilang, capek bgt dikelas",RENDAH
KEUANGAN,"dana kkn tidak cair tepat waktu, mhs yang kena dampaknya",RENDAH
KEMAHASISWAAN,"fasilitas sekretariat bem tidak layak, mhs jadi kesal",RENDAH
FASILITAS,"wc lab biologi airnya tidak mengalir, bgt mengganggu aktivitas",RENDAH
FASILITAS,"banyak kursi di lab biologi yang rodanya hilang, nilai bisa jelek soalnya tidak konsen",RENDAH
JARINGAN_IT,wifi di lab komputer gabisa konek apalagi banyak yang konek,RENDAH
LAINNYA,"atm/ bank kampus hanya satu dan sering antre, merepotkan saat butuh dana mendadak",SEDANG
KEMAHASISWAAN,"kegiatan seminar mhs tidak terorganisir, mhs jadi tidak antusias",TINGGI
LAINNYA,"atm dalam kampus sering kosong uangnya, terpaksa keluar kampus",RENDAH
FASILITAS,"jendela lab matematika gaada gordennya, angin kencang masuk",SEDANG
LAINNYA,"area area belajar outdoor gaada tempat duduk, tidak nyaman buat mhs",RENDAH
JARINGAN_IT,"sinyal di lab kimia bgt lemah, kls online jadi terganggu",RENDAH
JARINGAN_IT,"jangkauan wifi gedung b lantai 1 terbatas bgt, terpaksa pakai kuota sendiri",RENDAH
AKADEMIK,"informasi prosedur skripsi mendadak, stress bgt ngurusnya",TINGGI
FASILITAS,"min, wc di lab kimia kondisinya airnya tidak mengalir, tolong segera diperbaiki",RENDAH
FASILITAS,"wc lab kimia airnya tidak mengalir dari kemarin, harus nahan lama bgt",RENDAH
FASILITAS,"gedung a lantai 3 panas bgt soalnya panasnya parah, capek bgt dikelas",RENDAH
KEMAHASISWAAN,"layanan bagian kemhsan pelayanannya kurang baik, mhs jadi kesal",RENDAH
JARINGAN_IT,"internet di gedung rektorat lemot parah, kls online terganggu",SEDANG
KEMAHASISWAAN,"layanan hima sering tutup, mhs jadi kesal",RENDAH
FASILITAS,"ac di lab komputer mipa udah lama nda diperbaiki, tidak berfungsi",RENDAH
FASILITAS,"tolong ac prodi informatika segera diperbaiki, cuma pajangan dan ruangan jadi gerah bgt",SEDANG
JARINGAN_IT,"wifi ruang seminar sering disconnect, gabisa akses spada",RENDAH
FASILITAS,"min, wc di gedung fh kondisinya kotor parah, tolong segera diperbaiki",SEDANG
JARINGAN_IT,"sinyal di lab komputer gaada sama sekali, gabisa upload tugas",RENDAH
KEUANGAN,"prosedur pengajuan keringanan ukt banyak persyaratan yang tidak masuk akal, mhs yang urgent jadi kesusahan",TINGGI
JARINGAN_IT,"server spada bapuk ga stabil pas masa uas, terpaksa pakai kuota sendiri",KRITIS
JARINGAN_IT,"jaringan di gedung c gabisa diandalkan, susah akses internet",RENDAH
JARINGAN_IT,"jaringan di prodi matematika gabisa diandalkan, susah akses internet",SEDANG
JARINGAN_IT,"sinyal di gedung fh gabisa untuk data seluler, kls online jadi terganggu",RENDAH
FASILITAS,"fasilitas perpus pusat tidak memadai, padahal kita sudah bayar ukt",TINGGI
LAINNYA,gerbang pintu masuk utama gaada sistem akses sehingga antrean panjang,SEDANG
KEMAHASISWAAN,bem kurang aktif menyuarakan aspirasi mhs soal kegiatan kemhsan,RENDAH
AKADEMIK,"website siakad ui-nya outdated bgt, belajar jadi terganggu",RENDAH
KEMAHASISWAAN,"layanan bem sering tutup, proses administrasi terhambat",RENDAH
KEUANGAN,"dana kegiatan mhs jumlahnya tidak sesuai, mhs yang kena dampaknya",RENDAH
LAINNYA,"lingkungan sekitar gedung rektorat gersang gaada pohon teduh, panas bgt siang hari",RENDAH
KEUANGAN,beasiswa informasinya tidak merata dan hanya yang punya koneksi yang dapat,TINGGI
FASILITAS,"ac di gedung b lantai 1 panasnya parah, jadi keringat terus padahal lagi kls",RENDAH
KEMAHASISWAAN,"informasi kompetisi mhs mendadak, mhs banyak yang tidak tahu",RENDAH
KEMAHASISWAAN,"fasilitas ruang rapat mhs tidak layak, banyak yang tidak terlayani",RENDAH
JARINGAN_IT,"wifi gedung b lantai 3 nge-lag terus, terpaksa pakai kuota sendiri",RENDAH
JARINGAN_IT,"bandwidth wifi kampus kurang untuk semua mhs, kls online terganggu",RENDAH
JARINGAN_IT,"internet di fakultas ekonomi bapuk ga stabil, gabisa akses spada",RENDAH
KEUANGAN,"transparansi biaya resmi kampus bgt minim, mhs tidak tahu bagaimana seleksinya",RENDAH
LAINNYA,"lingkungan sekitar gedung b lantai 3 minim fasilitas publik, panas bgt siang hari",RENDAH
LAINNYA,"transportasi gaada shuttle bus kampus, mhs kesulitan mobilitas",RENDAH
JARINGAN_IT,"sinyal di lab komputer bgt lemah, kls online jadi terganggu",RENDAH
KEMAHASISWAAN,"senioritas di unit kemhsan masih tidak ditangani baik, mhs baru jadi tertekan",RENDAH
LAINNYA,"area koridor antar gedung panas tidak teduh, tidak nyaman buat mhs",RENDAH
KEMAHASISWAAN,"senioritas di himpunan sudah melewati batas, membuat mhs baru tertekan",RENDAH
KEMAHASISWAAN,"informasi lowongan magang tidak disosialisasikan dengan baik, mhs banyak yang tidak tahu",RENDAH
FASILITAS,"banyak kursi di fakultas ekonomi yang gaada mejanya, capek bgt dikelas",RENDAH
JARINGAN_IT,"bandwidth wifi kampus kurang untuk semua mhs, susah download materi kls",TINGGI
FASILITAS,"kamar mandi gedung c jorok bgt, bgt mengganggu aktivitas apalagi kalau kebelet",RENDAH
AKADEMIK,"nilai ada yang salah input, stress bgt ngurusnya",RENDAH
LAINNYA,"jalan di area antar gedung bergelombang, kendaraan jadi ancur",SEDANG
AKADEMIK,"website spada ui outdated bgt tidak user friendly, susah menavigasi dan membingungkan untuk memasuki kelas",SEDANG
JARINGAN_IT,koneksi di gedung rektorat gabisa diandalkan padahal butuh buat akses spada,RENDAH
FASILITAS,"banyak kursi di gedung c yang banyak yang hilang, susah konsen belajar",RENDAH
KEUANGAN,"informasi beasiswa susah diakses informasinya, prosesnya tidak adil",TINGGI
FASILITAS,"ac di ruang kls lantai 2 udah lama nda diperbaiki, cuma pajangan",RENDAH
JARINGAN_IT,"wifi lab biologi kayak tidak dibayar, tidak produktif di kampus",TINGGI
AKADEMIK,"jadwal kls gaada pemberitahuan resmi, stress bgt ngurusnya",RENDAH
FASILITAS,"lab komputer mipa jarang dibersihkan, fasilitasnya tidak memadai",RENDAH
LAINNYA,"lapangan voli ancur, gaada wadah kegiatan olahraga mhs",SEDANG
AKADEMIK,"website siakad sering down, mhs rugi bgt",TINGGI
JARINGAN_IT,"wifi fakultas teknik lemot parah, susah download materi kls",TINGGI
KEMAHASISWAAN,"kegiatan kegiatan ukm informasinya tidak merata, proses administrasi terhambat",RENDAH
JARINGAN_IT,"bandwidth wifi kampus tidak memadai, kls online terganggu",RENDAH
KEMAHASISWAAN,"informasi prosedur pengajuan surat tidak disebarkan merata, proses terhambat",RENDAH
KEUANGAN,"pengumuman pengumuman beasiswa hanya dari mulut ke mulut, mhs jadi bingung",TINGGI
AKADEMIK,"informasi jadwal seminar hanya dari mulut ke mulut, stress bgt ngurusnya",RENDAH
JARINGAN_IT,server portal akademik sering down waktu masa uts,KRITIS
FASILITAS,"fasilitas di lab sudah beberapa yang harus diganti, kursi sudah hilang beberapa rodanya, ac sudah tidak dingin.",RENDAH
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet gedung b lantai 3 lemot parah,SEDANG
KEMAHASISWAAN,"minimnya minat berorganisasi mhs di era modern ini, yang memicu kurangnya mengalisis masalah internal maupun eksternal kampus, sehingga menimbulkan kejanggalan dan masalah yang bermacam-macam sering terjadi di lingkungan eksternal maupun internal kampus.",TINGGI
JARINGAN_IT,internet di gedung b lantai 3 bapuk ga stabil padahal butuh buat akses spada,RENDAH
AKADEMIK,"sistem web akademik ui-nya susah dinavigasi, tugas jadi terlelet dikumpulkan",SEDANG
KEMAHASISWAAN,"fasilitas sekretariat bem tidak terawat, pengurusan jadi bgt lama",RENDAH
KEMAHASISWAAN,"staff sekretariat julidnya parah, tidak enak kalau harus ke sana",RENDAH
JARINGAN_IT,server spada bapuk ga stabil waktu masa uts,KRITIS
LAINNYA,"kantin area food court pilihannya sedikit, susah makan siang",RENDAH
LAINNYA,"jalan di dekat auditorium ancur parah berlubang-lubang, bisa bikin kecelakaan",KRITIS
KEMAHASISWAAN,"staff unit kemhsan melayani dengan malas, tidak enak kalau harus ke sana",RENDAH
KEUANGAN,beasiswa distribusinya tidak merata dan informasinya tidak sampai ke semua mhs,TINGGI
JARINGAN_IT,"jangkauan wifi fakultas teknik tidak luas, gabisa akses spada",KRITIS
JARINGAN_IT,koneksi di lab biologi bapuk ga stabil padahal butuh buat download materi,TINGGI
KEMAHASISWAAN,"informasi kompetisi mhs tidak disebarkan merata, mhs jadi kesal",RENDAH
KEMAHASISWAAN,"layanan unit kemhsan responnya lelet, pengurusan jadi bgt lama",SEDANG
AKADEMIK,"spada lemot parah waktu deadline tugas, susah ikut kuis",KRITIS
LAINNYA,"kantin belakang gedung b pilihannya sedikit, antrean panjang",SEDANG
KEMAHASISWAAN,"kegiatan kegiatan ukm informasinya tidak merata, mhs jadi tidak antusias",RENDAH
LAINNYA,"kebersihan area kampus bgt kotor, baunya tidak enak",SEDANG
AKADEMIK,"website portal mhs gabisa diakses, tugas jadi terlelet dikumpulkan",SEDANG
KEUANGAN,"informasi beasiswa tidak transparan, prosesnya tidak adil",TINGGI
AKADEMIK,"nilai tidak sesuai ekspektasi tanpa penjelasan, proses akademik jadi terlelet",SEDANG
AKADEMIK,sistem krs sering timeout terutama jam kls,TINGGI
FASILITAS,"wc gedung b lantai 1 ancur total, terpaksa ke gedung lain yang jauh",TINGGI
JARINGAN_IT,koneksi di gedung a lantai 2 bapuk ga stabil padahal butuh buat download materi,TINGGI
FASILITAS,gaada horden jendela sehingga bisa menyilaukan mata saat proses kls berlangsung,RENDAH
JARINGAN_IT,server sistem informasi kampus bapuk ga stabil waktu masa uts,KRITIS
LAINNYA,sampah di koridor gedung menumpuk saat hari libur,RENDAH
KEMAHASISWAAN,"fasilitas ruang rapat mhs fasilitasnya minim, pengurusan jadi bgt lama",RENDAH
FASILITAS,"fasilitas perpus pusat tidak memadai, masa bayar ukt tapi fasilitas gini",TINGGI
JARINGAN_IT,"jangkauan wifi gedung fisip hanya di spot tertentu, gabisa kumpul tugas online",RENDAH
JARINGAN_IT,wifi kampus bapuk ga stabil apalagi kalau acara kampus,RENDAH
LAINNYA,"lingkungan sekitar fakultas ekonomi gersang gaada pohon teduh, gaada tempat untuk bersantai",RENDAH
JARINGAN_IT,"bandwidth wifi kampus bgt terbatas, kls online terganggu",RENDAH
FASILITAS,"fasilitas gedung c sudah bgt ketinggalan, kami sudah bayar ukt tepat waktu",TINGGI
AKADEMIK,"sistem web akademik terlalu ribet, mhs rugi bgt",RENDAH
KEMAHASISWAAN,"fasilitas lapangan olahraga terlalu kecil, banyak yang tidak terlayani",RENDAH
KEMAHASISWAAN,"sosialisasi prosedur dokumen bgt kurang, banyak yang ketinggalan",RENDAH
FASILITAS,"gaada kantin di gedung b lantai 1, padahal bgt dibutuhkan",RENDAH
FASILITAS,"kursi dan ac di ruangan kurang bagus, apalagi kursinya masih kursi lama dan sudah tidak layak di gunakan, ac nya jga udah gak optimal apalagi kalau siang hari",RENDAH
AKADEMIK,"sistem portal mhs susah dinavigasi, nilai terancam",TINGGI
AKADEMIK,"bimbingan skripsi prosedurnya ribet, proses wisuda jadi molor",TINGGI
FASILITAS,"lampu di ruangan 3.1 tidak berfungsi, gabisa presentasi pakai proyektor",RENDAH
AKADEMIK,"sistem siakad ui-nya susah dinavigasi, nilai terancam",TINGGI
FASILITAS,"ac prodi akuntansi cuma pajangan, nda menyala padahal ukt mahal tapi fasilitas tidak sesuai",TINGGI
JARINGAN_IT,"sinyal di lab biologi hilang timbul, kls online jadi terganggu",RENDAH
JARINGAN_IT,"bandwidth wifi kampus kurang untuk semua mhs, tidak cukup untuk semua mhs",RENDAH
AKADEMIK,"dosen jarang masuk, proses akademik terhambat",RENDAH
FASILITAS,"plafon lab botani bocor saat hujan, khawatir celaka kalau tiba-tiba jatuh",RENDAH
FASILITAS,"parkiran fakultas ekonomi banyak yang parkir sembarangan, sering ada yang ditabrak",RENDAH
JARINGAN_IT,"jangkauan wifi gedung fh tidak sampai semua ruangan, harus geser-geser cari sinyal",RENDAH
KEMAHASISWAAN,"sosialisasi program beasiswa hanya melalui grup tertentu, banyak yang terlewat informasinya",TINGGI
FASILITAS,"tolong ac gedung d segera diperbaiki, netes airnya dan gerah minta ampun",RENDAH
LAINNYA,"kantin dekat gedung fisip tidak higienis, mhs susah makan siang",RENDAH
FASILITAS,"fasilitas gedung fisip tidak memadai, padahal kita sudah bayar ukt",TINGGI
KEUANGAN,"informasi beasiswa hanya untuk yang punya koneksi, mhs kurang mampu jadi dirugikan",TINGGI
LAINNYA,"lingkungan sekitar gedung fh bising dari luar kampus, panas bgt siang hari",RENDAH
LAINNYA,"gerbang gerbang 2 gaada sistem akses, tidak efisien",RENDAH
JARINGAN_IT,"wifi gedung mipa kayak tidak dibayar, kls online terganggu",RENDAH
JARINGAN_IT,"jaringan di prodi informatika bgt buruk, susah akses internet",SEDANG
AKADEMIK,"ruang kls terlalu sempit, susah konsen belajar",RENDAH
FASILITAS,"kebersihan fakultas teknik jarang dibersihkan, tidak nyaman berada di sini",RENDAH
KEMAHASISWAAN,"kegiatan seminar mhs kurang dukungan kampus, mhs jadi tidak antusias",RENDAH
KEMAHASISWAAN,"layanan unit kemhsan tidak konsisten jam operasionalnya, pengurusan jadi bgt lama",RENDAH
KEUANGAN,"prosedur pembayaran ukt tidak transparan, prosesnya bgt lama",TINGGI
FASILITAS,"colokan di lab komputer mipa longgar, padahal butuh buat ngecas",RENDAH
KEMAHASISWAAN,"informasi prosedur pengajuan surat tidak merata, mhs banyak yang tidak tahu",RENDAH
JARINGAN_IT,"jaringan di gedung b lantai 1 bgt buruk, susah akses internet",RENDAH
JARINGAN_IT,"wifi gedung b lantai 3 sering disconnect, susah download materi",TINGGI
AKADEMIK,"website web akademik lemot bgt, mhs rugi bgt",SEDANG
FASILITAS,lahan parkir di fakultas ekonomi banyak yang parkir sembarangan jadi sering telat kls,RENDAH
FASILITAS,"wc lab biologi airnya tidak mengalir dari kemarin, tidak nyaman sama sekali",RENDAH
FASILITAS,"jendela ruang kls lantai 2 engselnya ancur, panas masuk ruangan",SEDANG
JARINGAN_IT,"sinyal di prodi informatika gaada sama sekali, gabisa upload tugas",SEDANG
FASILITAS,"lab matematika kondisinya fasilitasnya tidak memadai, mhs gabisa belajar maksimal",SEDANG
FASILITAS,"ac gedung b lantai 3 cuma pajangan, sudah ancur padahal kami sudah bayar ukt tepat waktu",TINGGI
JARINGAN_IT,"wifi lab biologi gabisa dipakai, tidak produktif di kampus",TINGGI
KEMAHASISWAAN,"pengurusan transkip nilai sementara harus bolak-balik, mhs jadi kesal",RENDAH
FASILITAS,"gedung rektorat panas bgt soalnya cuma pajangan, gabisa fokus",RENDAH
JARINGAN_IT,internet di ruang seminar sering putus padahal butuh buat kumpul tugas,RENDAH
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet aula bapuk ga stabil,RENDAH
KEUANGAN,"pembayaran biaya wisuda terjadi kesalahan administrasi, mhs jadi bingung",TINGGI
FASILITAS,"fasilitas gedung d sudah bgt ketinggalan, ukt mahal tapi fasilitas tidak sesuai",TINGGI
JARINGAN_IT,koneksi di gedung rektorat lemot parah padahal butuh buat download materi,TINGGI
KEUANGAN,"seleksi beasiswa tidak transparan, mhs kurang mampu dirugikan",TINGGI
FASILITAS,"plafon ruang kls lantai 2 jelek parah, khawatir mhs tidak nyaman",RENDAH
FASILITAS,"plafon ruangan 1.1 bocor saat hujan, khawatir mhs tidak nyaman",RENDAH
JARINGAN_IT,"bandwidth wifi kampus bgt terbatas, gabisa kumpul tugas online",RENDAH
KEUANGAN,"pembayaran biaya kkn gabisa online, mhs jadi bingung",SEDANG
LAINNYA,"gaada wifi outdoor di area kampus, padahal bgt dibutuhkan",RENDAH
FASILITAS,"min, parkiran gedung fh banyak yang parkir sembarangan tolong diatur lebih baik",RENDAH
FASILITAS,"banyak kursi di gedung b lantai 2 yang gaada mejanya, gabisa fokus",RENDAH
LAINNYA,"kantin area food court kampus jamnya terlalu singkat, mhs susah makan siang",RENDAH
AKADEMIK,"krs gabisa diakses saat masa pengisian, banyak yang ketinggalan informasi",TINGGI
FASILITAS,"banyak kursi di lab komputer yang sudah tidak layak pakai, capek bgt dikelas",RENDAH
LAINNYA,"gerbang 2 gaada sistem akses, sering terlelet kls",SEDANG
LAINNYA,"lapangan basket gaada penerangan malam hari, lapangan gabisa dimanfaatkan optimal",SEDANG
KEMAHASISWAAN,"layanan bem sering tutup, pengurusan jadi bgt lama",RENDAH
FASILITAS,"lab kimia kondisinya berantakan, mhs gabisa belajar maksimal",RENDAH
LAINNYA,"lapangan badminton bayar 10 ribu padahal mhs uho, mhs gabisa olahraga gratis",RENDAH
KEUANGAN,"informasi beasiswa susah diakses informasinya, banyak mhs yang layak tidak dapat",TINGGI
FASILITAS,"wc prodi informatika airnya tidak mengalir, mhs jadi susah kalau kebelet",SEDANG
KEUANGAN,"prosedur administrasi keuangan tidak jelas alurnya, prosesnya bgt lama",RENDAH
JARINGAN_IT,"wifi gedung fh gabisa dipakai, terpaksa pakai kuota sendiri",RENDAH
FASILITAS,"ac di ruang kls lantai 2 udah lama nda diperbaiki, gak optimal",RENDAH
KEMAHASISWAAN,"staff bem melayani dengan malas-malasan, malas mengurus keperluan ke sana",RENDAH
KEMAHASISWAAN,"pengurusan dokumen beasiswa makan waktu lebih dari 2 minggu, bgt tidak efisien",TINGGI
AKADEMIK,"jadwal kls sering berubah mendadak, mhs dirugikan",RENDAH
FASILITAS,"fasilitas gedung fh sudah bgt ketinggalan, kami sudah bayar ukt tepat waktu",TINGGI
KEMAHASISWAAN,"layanan bem tidak konsisten jam operasionalnya, pengurusan jadi bgt lama",RENDAH
LAINNYA,"kantin area food court tidak higienis, susah makan siang",RENDAH
JARINGAN_IT,wifi kampus gabisa dipakai apalagi kalau siang hari,RENDAH
FASILITAS,"ac di prodi akuntansi panasnya parah, jadi kita kepanasan parah",RENDAH
FASILITAS,"wc fakultas hukum airnya tidak mengalir sudah lama bgt, jadi malas kls",RENDAH
KEUANGAN,"prosedur pembayaran wisuda tidak transparan, mhs yang urgent jadi kesusahan",TINGGI
AKADEMIK,"ruang kls terlalu sempit, nilai bisa jelek soalnya tidak konsen",RENDAH
JARINGAN_IT,wifi kampus kayak tidak dibayar apalagi kalau jam kls,RENDAH
AKADEMIK,"informasi jadwal seminar mendadak bgt, stress bgt ngurusnya",RENDAH
LAINNYA,"kebersihan sekitar parkiran sampah bertebaran, bisa jadi sumber penyakit",RENDAH
LAINNYA,"jalan di area antar gedung gaada penerangan malam, kendaraan jadi ancur",SEDANG
LAINNYA,"kebersihan koridor gedung sampah bertebaran, bisa jadi sumber penyakit",RENDAH
AKADEMIK,"materi kls susah dicari, mhs susah belajar mandiri",RENDAH
KEMAHASISWAAN,"fasilitas lapangan olahraga tidak memadai, banyak yang tidak terlayani",RENDAH
KEUANGAN,"pembayaran biaya kkn terjadi kesalahan administrasi, prosesnya jadi bgt lama",RENDAH
AKADEMIK,"nilai di portal gaada penjelasan, stress ngurusnya",RENDAH
JARINGAN_IT,"wifi gedung mipa lemot parah, terpaksa pakai kuota sendiri",SEDANG
KEMAHASISWAAN,"sosialisasi prosedur dokumen tidak merata, banyak yang ketinggalan",RENDAH
FASILITAS,"gaada lift/eskalator di gedung b lantai 2, padahal bgt dibutuhkan",RENDAH
JARINGAN_IT,"server portal akademik overload pas deadline tugas, kls online terganggu",KRITIS
AKADEMIK,"website siakad lemot bgt, tugas jadi terlelet dikumpulkan",SEDANG
FASILITAS,"ac cuma 1 untuk 2 lantai lantai, mhs tidak konsen belajar",RENDAH
LAINNYA,"jalan di dekat auditorium gaada penerangan malam, kendaraan jadi ancur",SEDANG
FASILITAS,"kamar mandi fakultas ekonomi ancur total, tidak nyaman sama sekali apalagi kalau kebelet",TINGGI
FASILITAS,"ac cuma cuma 1 untuk seluruh gedung lantai, keringat terus padahal lagi kls",RENDAH
AKADEMIK,"krs sering eror, banyak yang ketinggalan info",TINGGI
LAINNYA,sampah di area kantin menumpuk kalau gaada petugas,RENDAH
FASILITAS,lahan parkir di fakultas teknik gaada petugas jadi sering telat kls,RENDAH
