text,category,urgency
harapannya semoga kedepannya selalu ramah dan detain saat memberikan informasi,LAINNYA,RENDAH
Membuat lahan parkir yang lebih luas lagi agar saat kelas berlangsung dan rame tidak susah untuk mencari tukang parkir.,FASILITAS,TINGGI
Ditingkatkan agar lebih baik,LAINNYA,RENDAH
Memberikan setiap mahasiswa fasilitas yang sama misalnya untuk kelas karyawan diberikan fasilitas yang sama dengan kelas reguler,FASILITAS,RENDAH
Dapatt ditingkatkan lagii kecepatan dalam menanggapi keperluan mahasiswa,LAINNYA,RENDAH
Fasilitas yg lebih baik dan lengkap lagi kedepannya,FASILITAS,RENDAH
"Harapan saya agar kedepannya STIKOM bali bisa lebih membaik dan, meningkatkan lagi kontribusi pada masyarakat lokal agar lebih mengenal STIKOM bali",LAINNYA,RENDAH
Semoga menjadi lebih bagus lagi,LAINNYA,RENDAH
harapan saya untuk kedepannya stikom mampu mengembangkan metode belajar yang lebih efektif untuk mahasiswa yang mengikuti perkuliahan secara online,LAINNYA,RENDAH
saya harap stikom Bali bisa lebih baik,LAINNYA,RENDAH
"Tidak ada, kinerja stikom sudah bagus.",LAINNYA,RENDAH
"semoga ITB Stikom Bali menjadi kampus yang lebih baik lagi. baik untuk mahasiswanya, dosen, maupun staff dan karyawan ITB Stikom Bali",AKADEMIK,RENDAH
"semoga kedepannya dapat lebih baik lagi, yang dapat membuat mahasiswa lebih mengerti lgi",LAINNYA,RENDAH
Harapannya semoga kantin dan perpustakaan lebih diperluas.,LAINNYA,TINGGI
Lebih maju lagi,LAINNYA,RENDAH
"Semoga urutan pemberian materi dalam jurusan dapat disusun dengan lebih baik, karena saat ini urutannya masih terbilang maju mundur. contohnya disemester 2 sudah implementasi pembuatan website, disemester 3 baru belajar dasar dasar pembuatan web.",LAINNYA,RENDAH
menambah fasilitas baru dan mengganti fasilitas rusak,FASILITAS,TINGGI
supaya lift yang lagi satu cepat selesai,FASILITAS,RENDAH
semoga kedepannya lebih diimprove ilmu dan implementasi ilmu mata kuliah agar mahasiswa dapat siap untuk terjun ke dunia industri,LAINNYA,RENDAH
terus meningkatkan kinerja,LAINNYA,RENDAH
Saranan di kantin dan ruang UKS perlu perbaikan atau upgrade. Karena ga layak,KEUANGAN,RENDAH
Mudah mudahan stikom kedepannya bisa memberikan yg terbaik,LAINNYA,RENDAH
tingkatkan fasilitas yang ada di lab komputer,FASILITAS,RENDAH
harapan saya supaya terus berkembang,LAINNYA,RENDAH
Semoga stikom semakin jaya,LAINNYA,RENDAH
peningkatan fasilitas kampus (terutama lab),FASILITAS,RENDAH
Terbaik untuk stikom bali,LAINNYA,RENDAH
semoga segala aspek menjadi makin meningkat,LAINNYA,RENDAH
Semoga semua bisa di tingkatkan lagi,LAINNYA,RENDAH
Harapaan saya dapat Mengembangkan pengeloalaan Institut Teknologi dan Bisnis (ITB) STIKOM Bali yang efisien dan produktif di dukung oleh sarana dan prasarana yang memadai dan bermutu.,KEUANGAN,RENDAH
Memperbanyak Kegiatan,KEMAHASISWAAN,RENDAH
Perbanyak ruang kelas,KEUANGAN,RENDAH
Semoga semakin baik kedepannya,LAINNYA,RENDAH
Semoga lebih di kembangkan,LAINNYA,RENDAH
informasi mahasiswa di semester akhir mohon di perhatikan !!!,LAINNYA,RENDAH
"pelayanan yang diberikan harus lebih cepat, selalu memberikan pelayanan yang baik",LAINNYA,RENDAH
Menguatkan kerja sama dengan perusahaan-perusahaan besar untuk menyediakan lebih banyak kesempatan magang yang berkualitas bagi mahasiswa.,LAINNYA,RENDAH
Agar dapat menciptakan suasana yang lebih aktif dalam kegiatan belajar mengajar,AKADEMIK,TINGGI
menambahkan lahan parkir dan beberapa fasilitas yang bisa digunakan untuk melakukan kerja kelompok atau belajar secara berkelompok,FASILITAS,RENDAH
Di tingkatkan terus,LAINNYA,RENDAH
lebih tingkatkan lagi,LAINNYA,RENDAH
Smoga lebih di perbaiki tentang fasilitas kantin dan aturan no smooking nya,FASILITAS,RENDAH
meningkatkan kualitas dalam segala bidang,LAINNYA,RENDAH
Semoga ditingkatkan kinerja dan wawasan nya dan tolong juga kalo ada dosen yang gak niat ngajar pembelajaran tolong dibina lebih lanjut supaya tidak sia sia dalam hal mengajar,AKADEMIK,RENDAH
menyediakan tisu di kamar mandi,LAINNYA,RENDAH
semoga stikom bali semakin memaintenence fasilitas yang kurang,FASILITAS,SEDANG
Semoga stikom bali semakin berkembang,LAINNYA,RENDAH
pembelajaran lebih 2 arah antara dosen dan mahasiswa,AKADEMIK,RENDAH
"menurut saya ada beberapa fasillitas harus dicek, misalnya jika ada kerusakan harus diperbaiki dan diganti",LAINNYA,TINGGI
Semoga stikom terus bisa melakukan pelayanan yang tinggi kepada mahasiswa,LAINNYA,RENDAH
Terus mengembangkan strategi manajemen sumber daya manusia dan meningkatkan kualitas prestasi akademik .,AKADEMIK,RENDAH
Semoga toilet tidak rusak lagi dan fasilitas kampus lebih di tingkatkan. Dan semoga berkurang dosen yg suka mengundur kelas tanpa kepastian,FASILITAS,TINGGI
"harapannya kedepannya bisa di utamakan soal ketersediaan tempat parkir dan fasilitas toilet yang memadai, fasilitas olahraga tambahan untuk mahasiswa dan staff kampus dan juga kantin yang layak ditempati.",FASILITAS,RENDAH
semoga bisa ditingkatkan lagi sarana dan prasarananya,LAINNYA,RENDAH
Meningkatkan kualitas mengajar,AKADEMIK,RENDAH
harapan dari saya yaitu penataan toilet agar lebih terawat lagi dan fasilitasnya selalu perawatan rutin agar tidak cepat rusak serta mahasiswa diberikan fasilitas tempat duduk di setiap area kampus agar dapat bermanfaat yang baik kedepannya serta penataan parkir supaya cukup menampung lebih banyak motorr dan semoga ITB STIKOM Bali segera menjadi universitas agar penataan gedung dan ruang bisa lebih luas seperti universitas lainnya terima kasih,FASILITAS,TINGGI
semoga kinerja terbaik yang telah dilakukan dapat dipertahankan,LAINNYA,RENDAH
pembelajaran online yang lebih interaktif,LAINNYA,RENDAH
Tolong benarkan AC ruangan 4.3 karena kurang dingin dan mohon segera memperbaiki lift supaya dapat digunakan kembali. Terimakasih??,FASILITAS,SEDANG
"semoga bisa selalu memberikan respon yang lebih cepat, memberikan fasilitas parkir, dan fasilitas kantin yang lebih layak. terimakasih",FASILITAS,RENDAH
Semoga lebih dikembangkan lagi,LAINNYA,RENDAH
Lebih diperlengkap doc bab skripsi setiap judul pada e-library,AKADEMIK,RENDAH
agar lift lagi satu secepatnya bisa digunakan agar tidak mengantri saat menunggu lift.,FASILITAS,RENDAH
Menyediakan dan memperbaiki fasilitas yang sudah tidak layak pakai terutama kursi. Banyak sekali kursi rusak yang masih dipaksakan untuk dipakai dikelas dan membuat tidak nyaman.,FASILITAS,TINGGI
sharing wifi gratis di perbanyak,JARINGAN_IT,RENDAH
"&quot;Harapan saya untuk meningkatkan kinerja STIKOM Bali adalah sebagai berikut: Penyediaan Fasilitas Dosen untuk Setiap Agama: Mengingat adanya mata kuliah agama, saya berharap kampus dapat menyediakan dosen yang mewakili setiap agama. Hal ini penting untuk memastikan bahwa semua mahasiswa mendapatkan pendidikan agama yang sesuai dengan keyakinan mereka, sehingga menciptakan lingkungan belajar yang inklusif dan menghargai keberagaman. Perbedaan Perlakuan antara Mahasiswa Reguler dan Kelas Karyawan: Sebagai mahasiswa karyawan yang sudah berusia lanjut, saya berharap kampus dapat membedakan perlakuan antara mahasiswa reguler dan kelas karyawan. Misalnya, dalam hal kehadiran dan tugas, saya berharap ada fleksibilitas yang lebih besar bagi mahasiswa karyawan. Tugas-tugas yang memerlukan aktivitas fisik seperti menari atau gerak mungkin bisa disesuaikan atau diganti dengan tugas lain yang lebih relevan dan sesuai dengan kondisi mahasiswa karyawan. Dengan adanya perubahan ini, saya yakin STIKOM Bali dapat lebih mendukung kebutuhan dan kondisi semua mahasiswanya, sehingga meningkatkan kualitas pendidikan dan pengalaman belajar di kampus.&quot; Semangat ...... terus Maju STIKOM",FASILITAS,RENDAH
Bisa ditingkatkan lagi dan semakin baik,LAINNYA,RENDAH
Harapan saya untuk ITB STIKOM BALI supaya lebih baik lagi dalam merespon via online,LAINNYA,RENDAH
Menjali banyak telasi dengan pihak luar baik di bidang akademik ataupun non akademik,AKADEMIK,RENDAH
Dari saya sudah cukup,LAINNYA,RENDAH
Saya harap hasil kuisioner benar-benar dibaca dan dilakukan perubahan/perbaikan terkait kekurangan dalam beberapa aspek yang sudah disebutkan oleh mahasiswa dalam kuisioner ini.,FASILITAS,SEDANG
"parkir mobil diperluas, perwalian bisa melihat dosen pengajar, kelas hybrid, buatkan tempat mencari materi berupa video pembelajaran (youtube) untuk dikelas online antisipasi ketika dosen tidak bisa mengajar",FASILITAS,TINGGI
"tidak ada, kinerja stikom sudah baik",LAINNYA,RENDAH
Semoga STIKOM Bali semakin meningkatkan kinerja dan menerima semua aspirasi aspirasi dari para mahasiswa nya,LAINNYA,RENDAH
Buat matkul online,AKADEMIK,RENDAH
Di tingkatkan lagi kinerjanya,LAINNYA,RENDAH
Semoga bisa ditingkatkan lagi kedepannya,LAINNYA,RENDAH
Meningkatkan fasilitas,FASILITAS,RENDAH
Mungkin parkiran dapat diperluas atau ditambah agar pada siang hari tidak terjadi penumpukan terutama di basement.,FASILITAS,TINGGI
"Pelayanan yang ramah terhadap mahasiswa yang membutuhkan informasi, keluh kesah mahasiswa banyak mengeluhkan komunikasi dan informasi yang disampaikan secara singkat dan kurang jelas seperti pada akademik, keuangan dan lain2 perlu ditingkatkan payanannya",AKADEMIK,SEDANG
persedikit untuk memberikan tugas hapalan kepada mahasiswa karena mahasiswa banyak memiliki tugas lainnya,LAINNYA,RENDAH
tingkatkan terus dan konsisten,LAINNYA,RENDAH
Semoga stikom jadi fakultas it terbesar di bali,LAINNYA,RENDAH
toiletnya tolong kalo bisa diisikan tissue,FASILITAS,RENDAH
"senoga kedepannya mahasiswa dapat diberi bantuan dalam hal biaya kuliah jika sedang tidak ada uang atau dapat keringanan dari kampus, bahan bacaan di kampus dapat diperbanyak lagi mulai dari buku sastra bahasa agar mahasiswa dapat belajar bahasa asing secara mandiri untuk meningkatkan skill bahasa mereka",FASILITAS,RENDAH
tidak ada. sudah cukup baik,LAINNYA,RENDAH
semoga kedepannya makin baik lagi,LAINNYA,RENDAH
"Banyak, salah satunya saat ada mahasiswa yang bertanya ke sebuah bidang tolong staffnya senyum, saya sering staffnya seperti jutek gitu",LAINNYA,RENDAH
Bisa memberikan informasi dengan lebih jelas terutama di bagian akademik banyak berkas yang diminta dan tidak ada di pedoman/pengumuman,AKADEMIK,RENDAH
pemberian informasi yang lebih detail dan rinci serta ppelayanan yang lebih baik,LAINNYA,RENDAH
Semoga bisa lebih baik lagi,LAINNYA,RENDAH
mungkin lebih ke fitur sion,LAINNYA,RENDAH
Lebih sabar menghadapi mahasiswa yang kurang cepat memahami mata kuliah,LAINNYA,SEDANG
di kampus di sediakan fasilitas lebih lengkap seperti wifi minimal print jadwal kuliah satu lembar gak bayar 10k bair sesaui dengan fasilitas dan spp,FASILITAS,RENDAH
Saya harap STIKOM meningkatkan kualitas pengajaran dengan memberikan pelatihan berkala kepada dosen agar selalu mengikuti perkembangan terbaru dalam teknologi dan metode pengajaran.,AKADEMIK,RENDAH
Memberikan umpan balik yang konstruktif,KEUANGAN,RENDAH
selalu rutin melakukan checking terhadap fasilitas agar yang rusak tidak dibiarkan terlalu lama,FASILITAS,TINGGI
"mungkin bisa sering diadakan evaluasi terhadap beberapa pengajar, karena terkadang terdapat beberapa pengajar yang kurang disiplin dalam mengajar",AKADEMIK,TINGGI
terus lakukan yg terbaik,LAINNYA,RENDAH
Saya harap stikom kedepannya lebih baik dari sebelumnya,LAINNYA,RENDAH
tetap seperti ini,LAINNYA,RENDAH
Semoga kelancarannya tetap terjaga,LAINNYA,RENDAH
kedapan lebih baik lagi,LAINNYA,RENDAH
Agar sarana prasarana dari lab atau berbagai macam lebih ditingkatkan,FASILITAS,RENDAH
Saya berharap STIKOM BALI mampu mempertahankan kinerja yang baik dan meningkatkan kinerja yang kurang,LAINNYA,SEDANG
Semoga kedepannya gedung stikom Bali lebih di perluas agar kenyamanan mahasiswa lebih bagus untuk di pakai belajar.,FASILITAS,TINGGI
semuanya sudah sangat bagus dan harus di pertahankan,LAINNYA,RENDAH
semoga selalu mempertahankan yg bagus,LAINNYA,RENDAH
Semoga kampus stikom di berbaharui lagi,LAINNYA,RENDAH
"Peningkatan kualitas dosen Dosen dapat meningkatkan kualitasnya dengan selalu meng-upgrade ilmu yang di dalaminya, seperti melalui penerbitan buku dan penelitian",AKADEMIK,RENDAH
dosen mampu memberikan materi secara jelas dan memerhatikan mahasiswa agar lebih kreatif di dalam kelas,AKADEMIK,RENDAH
Harapannya semoga dosen pengajar mampu meningkatkan metode mengajar agar mahasiswa/i lebih bisa memahami mata kuliah yang di berikan,AKADEMIK,RENDAH
"Harapan untuk Meningkatkan Kinerja STIKOM Bali Peningkatan Program Magang dan Kerja Sama Global Memperluas kesempatan magang di perusahaan global untuk meningkatkan pengalaman mahasiswa di tingkat internasional. Pengembangan Program Studi Baru Membuka program studi yang relevan dengan tren terkini seperti Kecerdasan Buatan, Blockchain, dan Keamanan Siber. Digitalisasi Proses Pembelajaran Mengadopsi teknologi pembelajaran berbasis AI atau VR/AR untuk pengalaman belajar yang lebih interaktif dan modern. Peningkatan Akses Beasiswa Memberikan lebih banyak akses beasiswa untuk mahasiswa berprestasi dan kurang mampu agar lebih inklusif. Dukungan untuk Startup Mahasiswa Membuat inkubator bisnis untuk mendukung mahasiswa yang ingin memulai usaha berbasis teknologi. Meningkatkan Jaringan Alumni Memperkuat hubungan dengan alumni untuk membangun jejaring profesional yang dapat membantu mahasiswa dalam pengembangan karir. Perluasan Fasilitas Kampus Menambah fasilitas seperti ruang belajar kolaboratif, area kreatif, atau coworking space untuk mendukung inovasi.",FASILITAS,TINGGI
semua ditingkatkan,LAINNYA,RENDAH
Harapan untuk dipermudah segala urusan surat,LAINNYA,RENDAH
usulan saya yaitu lebih sering mendengarkan keluhan mahasiswa/i. karna dari kritikan dan saran tersebut yang bisa meningkatkan semua kinerja,LAINNYA,RENDAH
"melakukan kerjasama jangka panjang untuk memberikan peluang mahasiswa melakukan bootcamp, magang dan kuliah yang lebih berkualitas",KEUANGAN,RENDAH
Tidak ada saran khusus,LAINNYA,RENDAH
semoga ruangan diperbanyak,FASILITAS,RENDAH
"Saya berharap untuk semua informasi yang disampaikan kepada mahasiswa selalu jelas dan tidak menggantung atau terdapat kesalahan informasi sebagai yang saya alami sebagai mahasiswa renim. Sebelumnya saya di informasikan bahwa saya hanya perlu mengikuti perkuliahan selama 3 semester saja, namun pada akhirnya saya harus kuliah selama 3 tahun atau sama dengan 6 semester. karena sayangnya saya sudah menjalani perkuliahan pasca renim hampir selama satu tahun dan berkuliah di stikom dari 2015, sayang rasanya apabila saya mengundurkan diri mengingat saya sudah berusaha sampai dengan titik ini.",LAINNYA,RENDAH
"Harapan untuk STIKOM Bali: meningkatkan kerja sama internasional, mendukung riset teknologi mutakhir, modernisasi fasilitas, pengembangan soft skills mahasiswa, dan optimalisasi peran alumni",FASILITAS,RENDAH
agar melakukan kinerja terbaik,LAINNYA,RENDAH
"untuk menjaga kualitas web perwalian, sering terjadi error saat perwalian",LAINNYA,TINGGI
terus tingkatkan lagi,LAINNYA,RENDAH
"Semoga semakin baik lagi untuk kedepannya untuk Stikom Bali agar dapat menghasilkan orang orang cerdas, berkompeten, dan jaya selalu",LAINNYA,RENDAH
Memberikan fasilitas tempat atau basecamp untuk benerapa ukm,FASILITAS,RENDAH
"semoga kedepannya stikom semakin maju, inovatif, dan terus menciptakan lingkungan pendidikan yang inspiratif",LAINNYA,RENDAH
Ditingkatkan segala aspek,LAINNYA,RENDAH
Semoga kedepannya fasilitas di kampus bisa lebih lengkap,FASILITAS,RENDAH
"harapan saya semoga kedepannya bisa lebih ditingkatkan lagi, dan bisa menjadi kampus terbaik di Bali",LAINNYA,RENDAH
semoga menjadi lebih baik lagi,LAINNYA,RENDAH
saya harap kedepannya lebih baik lagi,LAINNYA,RENDAH
kinerja seperti itu dipertahankan kalau bisa ditingkatkan lagi,LAINNYA,RENDAH
"sarana dan prasarana tolong dtingkatkan, sekedar saran tolong sediakan tempat mahasiswa untuk mengerjakan tugas di kampus selain ruangan kelas karena kalau di kantin itu kadang tempatnya panas dan ramai. Terimakasih",FASILITAS,SEDANG
harapan saya kedepannya semoga ITB STIKOM BALI bisa menjadi kampus terbesar di indonesia,LAINNYA,RENDAH
Pertahankan poin-poin baik yang sudah saya sebutkan tadi.,LAINNYA,RENDAH
Kurangi kegiatan event event diselenggarakan oleh beberapa masing2 UKM. Lebih efesien diselenggarakan secara gabungan. Kemudian penghapusan SKKM sebagai syarat kelulusan sangatlah tidak tepat dijadikan acuan pemenuhan syarat kelulusan.,FASILITAS,TINGGI
Segera perbaiki lift,FASILITAS,RENDAH
semoga bisa menjadi yang lebih baik lagi dan menjadi yang terbaik,LAINNYA,RENDAH
"Meningkatkan pemblajaran melalui praktikum secara langsung dalam perkuliahan, dan Meningkatkan ketersediaan sarana atau alat dan perangkat praktikum di LAB",LAINNYA,RENDAH
Meningkatkan sistem manajemen pengetahuan untuk memfasilitasi transfer pengetahuan antar dosen dan meningkatkan kualitas pengajaran,FASILITAS,RENDAH
Semoga parkir kampus di perluas,FASILITAS,TINGGI
"saya harap STIKOM dapat memperbaiki colokan stop kontak di lantai 4, jika memang rusak atau tidak berfungsi sebaiknya dicabut saja daripada menjadi pajangan di tembok, saya harap STIKOM memperbanyak jumlah kursi biru di lorong kampus karena sangnat efektif untuk mengerjakan sesuatu dengan laptop diatas meja lipat tersebut.",FASILITAS,TINGGI
Peningkatam fasilitas dan layanan,FASILITAS,RENDAH
Semoga pada bagian informasi bisa memberitahu lebih awal terkait apakah kelas dipakai oleh mahasiswa kampus lain atau tidak,LAINNYA,RENDAH
"lebih melihat sarana dan prasarana kampus seperti toilet yang airnya bocor, kurang penerangan di basement dan pada saat krs an tidak error lagi",FASILITAS,TINGGI
Harapan kedepannya agar stikom jadi lebih baik lagi,LAINNYA,RENDAH
Parkir lebih luas,FASILITAS,TINGGI
Semoga lebih baik lagi kedepannya,LAINNYA,RENDAH
Peningkatan Kolaborasi dengan Dunia Industri,LAINNYA,RENDAH
harapan saya STIKOM Bali selalu berkembang dan menghasilkan lulusan yang terbaik,LAINNYA,TINGGI
Saya harap kedepanny bisa lebih banyak kelas offline,LAINNYA,RENDAH
harapan saya semoga itb stikom bali semakin sukses kedepannya,LAINNYA,RENDAH
Semoga kedepannya selalu menjaga kekompakan,LAINNYA,RENDAH
lebih ditingkatkan lagi,LAINNYA,RENDAH
"Harapan saya, agar fasilitas yang berada di STIKOM Bali dapat dipergunakan dengan mudah contohnya jaringan WI-FI mudah konek, AC yang dingin, serta bangku yang nyaman untuk digunakan oleh mahasiswa.",FASILITAS,RENDAH
Mungkin bisa diperbanyak lagi sumber bacaan diperpustakaan,FASILITAS,RENDAH
Tingkatkan pelayanan agar lebih baik,LAINNYA,RENDAH
Kuliah tetap online,LAINNYA,RENDAH
Harapan yang dapat Saya usulkan untuk meningkatkan kinerja STIKOM Bali adalah lebih meningkatkan aksesibilitas E-Library,LAINNYA,RENDAH
AC ruangan harus di maksimalkan,FASILITAS,RENDAH
Semoga lebih ditingkatkan lagi,LAINNYA,RENDAH
"sejauh ini, belum ada",LAINNYA,RENDAH
Lebih meningkatkan kompleksitas materi yang diberikan,LAINNYA,RENDAH
